Title,Author,State,District,Date,Ban Status,lat,lon,year
Serpent and Dove,"Mahurin, Shelby",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Dance with Dragons,"Martin, George R. R.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Feast for Crows,"Martin, George R. R.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Game of Thrones,"Martin, George R. R.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Knight of the Seven Kingdoms,"Martin, George R. R.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Storm of Swords,"Martin, George R. R.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Beautiful Disaster,"McGuire, Jamie",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Beloved,"Morrison, Toni",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Bluest Eye,"Morrison, Toni",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Nineteen Minutes,"Picoult, Jodi",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Blood of Elves,"Sapkowski, Andrzej",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Sword of Destiny,"Sapkowski, Andrzej",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Last Wish,"Sapkowski, Andrzej",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I'm the Girl,"Summers, Courtney",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
After (AT),"Todd, Anna",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
After Ever Happy,"Todd, Anna",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
After We Collided,"Todd, Anna",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
After We Fell,"Todd, Anna",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Before,"Todd, Anna",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
For the Wolf,"Whitten, Hannah",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Poet X,"Acevedo, Elizabeth",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Shout,"Anderson, Laurie Halse",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Speak,"Anderson, Laurie Halse",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Haters,"Andrews, Jesse",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
I Know Why The Caged Bird Sings,"Angelou, Maya",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Damsel,"Arnold, Elana K.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
What Girls Are Made Of,"Arnold, Elana K.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Thirteen Reasons Why,"Asher, Jay",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Handmaid's Tale,"Atwood, Margaret",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
My Friend Dahmer,"Backderf, Derf",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Midnight in the Garden of Good and Evil,"Berendt, John",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Pablo,"Birmant, Julie",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Bitterblue,"Cashore, Kristin",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Fire,"Cashore, Kristin",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Graceling,"Cashore, Kristin",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Perks of Being a Wallflower,"Chbosky, Stephen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Lost Book of the White,"Clare, Cassandra",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Red Scrolls of Magic,"Clare, Cassandra",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Invisible Man,"Ellison, Ralph",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Lawn Boy (JE),"Evison, Jonathan",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Extremely Loud and Incredibly Close,"Foer, Jonathan Safran",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Life is Funny,"Frank, E. R.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Dreaming in Cuban,"García, Cristina",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Lily and Dunkin,"Gephart, Donna",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Melissa (George),"Gino, Alex",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Memoirs of a Geisha,"Golden, Arthur",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Going Bovine,"Gray, Libba",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Looking for Alaska,"Green, John",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Ordinary Hazards,"Grimes, Nikki",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Water for Elephants,"Gruen, Sara",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
"Loveboat, Taipei","Hing Wen, Abigail",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Heart Bones,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Never Never,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Point of Retreat,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Regretting You,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Slammed,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
This Girl,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Without Merit,"Hoover, Colleen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Crank,"Hopkins, Ellen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Identical,"Hopkins, Ellen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
People Kill People,"Hopkins, Ellen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Perfect (EH),"Hopkins, Ellen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Traffick,"Hopkins, Ellen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Thousand Splendid Suns,"Hosseini, Khaled",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Kite Runner,"Hosseini, Khaled",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
We Are the Ants,"Hutchinson, Shaun David",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Brave New World,"Huxley, Aldous",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
It,"King, Stephen",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Dark Triumph,"LaFevers, Robin",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Furyborn,"Legrand, Claire",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Kingsbane,"Legrand, Claire",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Lightbringer,"Legrand, Claire",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Scatter of Light,"Lo, Malinda",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Last Night at the Telegraph Club,"Lo, Malinda",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
When Aidan Became a Brother,"Lukoff, Kyle",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Court of Frost and Starlight,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Court of Mist and Fury,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A ​Court of Silver Flames,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Court of Thorns and Roses,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
A Court of Wings and Ruin,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Empire of Storms,"Maas, Sarah J.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Kaffir Boy: An Autobiography - The True Story of a Black Youth's Coming of Age in Apartheid South Africa,"Mathabane, Mark",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Sold,"McCormick, Patricia",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Blood Water Paint,"McCullough, Joy",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Female of the Species,"McGinnis, Mindy",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Song of Achilles,"Miller, Madeline",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Beloved,"Morrison, Toni",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Infinite Moment of Us,"Myracle, Lauren",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Like a Love Story,"Nazemian, Abdi",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
All the Bright Places,"Niven, Jennifer",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
1984,"Orwell, George",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Out of Darkness,"Pérez, Ashley Hope",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
grl2grl,"Peters, Julie Anne",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Nineteen Minutes,"Picoult, Jodi",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Gracefully Grayson,"Polonsky, Ami",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Cellar,"Preston, Natasha",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
"Gabi, a Girl in Pieces","Quintero, Isabel",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Nowhere Girls,"Reed, Amy",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Any Way the Wind Blows,"Rowell, Rainbow",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Surrender Your Sons,"Sass, Adam",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Living Dead Girl,"Scott, Elizabeth",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Notebook,"Sparks, Nicholas",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
I'm the Girl,"Summers, Courtney",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Project,"Summers, Courtney",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Slaughterhouse-Five,"Vonnegut Jr., Kurt",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Color Purple,"Walker, Alice",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
The Glass Castle,"Walls, Jeannette",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Everything Everything,"Yoon, Nicola",Iowa,Winterset Community School District,2023-10-01,Banned,42.011539,-93.210526,2023.0
Clap When You Land,"Acevedo, Elizabeth",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Upside of Unrequited,"Albertalli, Becky",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Damsel,"Arnold, Elana K.",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Perks of Being a Wallflower,"Chbosky, Stephen",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Queer History of the United States For Young People,"Chevat, Richie",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Pants Project,"Clarke, Cat",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Pet,"Emezi, Akwaeke",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Lily and Dunkin,"Gephart, Donna",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Melissa (George),"Gino, Alex",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Girl Mans Up,"Girard, M-E",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Looking for Alaska,"Green, John",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Identical,"Hopkins, Ellen",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Monday's Not Coming,"Jackson, Tiffany D.",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Too Bright to See,"Lukoff, Kyle",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Neanderthal Opens the Door to the Universe,"Norton, Preston",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
"Heartstopper, Vol. 1","Oseman, Alice",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Out of Darkness,"Pérez, Ashley Hope",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Fangirl,"Rowell, Rainbow",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,"Slater, Dashka",Iowa,Woodward-Granger Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
